activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
A_KJET,C_KJET,INDPROD,NONBIOJETK,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,24da2730-89f6-4c77-9762-90f76203bc10
A_KERO,C_KERO,INDPROD,OTHKERO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,d662b8bd-9d43-4299-a00c-b226b1d3482d
A_DOIL,C_DOIL,INDPROD,NONBIODIES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,f097908c-5262-4093-99b2-dcf95e2f0b73
A_FOIL,C_FOIL,INDPROD,RESFUEL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,489f7adc-03b3-487f-a296-35c94993e7ba
A_NAPT,C_NAPT,INDPROD,NAPHTHA,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,484538ad-32c5-4d0a-96b6-1e82b8c42f53
A_WHSP,C_WHSP,INDPROD,WHITESP,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,fe8a4d1a-0868-4e33-8668-79df983ced4f
A_LUBR,C_LUBR,INDPROD,LUBRIC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,fa132c96-9a41-4784-963d-4309bdf4a703
A_BITU,C_BITU,INDPROD,BITUMEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b2d80145-eec5-4392-84b7-fea9d061da54
A_PARW,C_PARW,INDPROD,PARWAX,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,2d687555-1fc3-4cb5-af10-586ec93d9ee1
A_PETC,C_PETC,INDPROD,PETCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1446b99a-3843-4e95-bed7-d0f4c5173b6b
A_NSPP,C_NSPP,INDPROD,ONONSPEC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,da74712a-b636-4e1a-bd11-451f553fe5ba
A_industrial_waste,C_industrial_waste,INDPROD,INDWASTE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e76a374e-403f-46f5-ab4c-401957bb1837
A_munic_renew_waste,C_munic_renew_waste,INDPROD,MUNWASTER,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3546d995-4857-45e8-867b-3cda6ffccf07
A_munic_non_renew_waste,C_munic_non_renew_waste,INDPROD,MUNWASTEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7e6fb57b-bfa3-40a8-8fe8-2d09c0ac3f4d
A_WOOD,C_WOOD,INDPROD,PRIMSBIO,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f7b93bb2-b727-4685-a3a8-3d3016899c61
A_MBIO,C_MBIO,INDPROD,BIOGASES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e05e1cdf-5ecb-47c7-9254-70b1293bd25b
A_BIOG,C_BIOG,INDPROD,BIOGASOL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,72053b81-508e-4b30-8169-c1b9b9a1a149
A_BIOD,C_BIOD,INDPROD,BIODIESEL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c0cb9bd0-f4d6-40c1-a337-642944eefa32
A_BIOD,C_BIOD,INDPROD,BIOJETKERO,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,833f805d-54a3-4804-8dff-c13403ccc9a1
A_BIOG,C_BIOG,INDPROD,OBIOLIQ,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7475415f-7c4e-437b-a8ef-057f11ad9963
A_CHAR,C_CHAR,INDPROD,CHARCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,849d89cc-f9dd-4ea8-87bd-52e121c17517
A_HWAT,C_HWAT,INDPROD,SOLARTH,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b2c6d1ab-983a-4aeb-b27e-08bfcc115b9d
A_ELEC,C_ELEC,INDPROD,ELECTR,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,eb35fad9-f4eb-4144-97ba-92879e91e309
A_HEAT,C_HEAT,INDPROD,HEAT,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ee0f4c71-cb67-465d-90f5-fad2373e5fea
oa_imp,,IMPORTS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,4bd7439e-c8e8-4369-9b92-066b8ffa384b
oa_exp,,EXPORTS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8767464a-c73b-4b02-869c-48706e555ced
ast,,STOCKCHA,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ffcc2c4b-135a-4c1a-b827-b54fe46d1f54
,C_ANTH,,ANTCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ff70965f-5c05-4118-ab2c-8609592f171c
,C_COKC,,COKCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a44235b9-fe39-4c8c-8926-87a83c1dbb67
,C_OTBC,,BITCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bf88346f-5806-4a73-8f48-6428bbbf14a1
,C_SUBC,,SUBCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,37cc6dfb-daea-4574-bb77-3eec6607308f
,C_LIBC,,LIGNITE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a4c3a301-4a45-47e5-b7b5-bdb93dd8a76d
,C_PATF,,PATFUEL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,074b2f7e-d3c3-4367-a01d-ba1fdfd8e21d
,C_COKE,,OVENCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b9b82c06-29fd-4719-afe3-a4b8d23a7f88
,C_GCOK,,GASCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,440d2bca-ff6c-4757-bebc-7e9d7aa130b2
,C_COTA,,COALTAR,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,72a6e193-2d44-4a29-9313-c79c68b92c45
,C_BKBP,,BKB,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d9b918c9-4817-45c2-b58a-8d749d2f584f
,C_MGWG,,GASWKSGS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8946e2a8-c0f7-424e-9af9-c415d1ad4060
,C_COOG,,COKEOVGS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9b8d36f4-42a5-4ff4-8c76-d892edef35fc
,C_MBFG,,BLFURGS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,cc2d1eec-46a8-4a77-bcf4-e91a2aeb4256
,C_MOSG,,OGASES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,256ed838-ce06-4e4b-9834-f816327f2349
,C_PEAT,,PEAT,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,94fed8a1-b9e8-49a8-9de6-7c69341b3026
,C_BKBP,,PEATPROD,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1730f874-b827-423c-bc15-cf5b275e6e0c
,C_COIL,,OILSHALE,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9472e8d2-1ccd-4684-b27e-67c88d6e947d
,C_GASE,,NATGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,03435233-1a41-4eb2-bc76-5e4cf1ff83a4
,C_COIL,,CRUDEOIL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2bc5bf6c-c9d4-499f-a5d1-e845792e4a9f
,C_GASL,,NGL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,4c9dfa1e-66f7-40a5-b729-d89c97f7d949
,C_REFF,,REFFEEDS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,cc5c2e44-f174-4764-a3d3-fc8c77730a3a
,C_ADDC,,ADDITIVE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ec279f6a-cb79-4255-8ad8-6aa9ed6e0e10
,C_OGPL,,NONCRUDE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,542d38ba-13d9-49c7-be95-048d62b36ff5
,C_RGAS,,REFINGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,64e48f28-2e7e-4cab-b0d3-ff5e056bec47
,C_ETHA,,ETHANE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7a8a2694-eef3-4fbb-9026-f384f492a53f
,C_LPGA,,LPG,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,40f5b672-703e-4d77-a38f-7e47141b5a79
,C_MGSL,,NONBIOGASO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7ab8ac3b-4294-4cd9-889b-950cfd680577
,C_AGSL,,AVGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,fd685f05-f78b-46c4-873a-033251fb895e
,C_GJET,,JETGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3b7683e9-9a51-41a5-acc2-d1b3b077df11
,C_KJET,,NONBIOJETK,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ebe4d14c-6dcf-448a-9e8a-e4f15e710890
,C_KERO,,OTHKERO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ae5a36fc-65b0-4be8-abd2-343903b190b6
,C_DOIL,,NONBIODIES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,e4111894-497e-41e9-afe4-d79e45e55c9b
,C_FOIL,,RESFUEL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,ca3926be-ffb6-4958-8aaa-beab7a4da458
,C_NAPT,,NAPHTHA,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,30cb94b4-58da-4f5a-af18-1ff2538e7005
,C_WHSP,,WHITESP,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,be7e7e94-7d9e-4b91-b982-588edbac9912
,C_LUBR,,LUBRIC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a13bfa97-bbe6-4440-8344-ababcbc70609
,C_BITU,,BITUMEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,fd9fe650-ea6b-40fc-a884-ef43600900cf
,C_PARW,,PARWAX,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,4bb6cc24-e9c4-4e9d-a540-ea005e486d4e
,C_PETC,,PETCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,c70baf89-6b7d-411a-b814-e957de80e94d
,C_NSPP,,ONONSPEC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,cd525daa-3c14-4ec5-8989-0414db82b879
,C_industrial_waste,,INDWASTE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,bee61863-dc83-415c-b248-8470c8e58ae1
,C_munic_renew_waste,,MUNWASTER,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9cb7f3a4-2e93-4429-80f8-4b13e63865f8
,C_munic_non_renew_waste,,MUNWASTEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a5813e79-bbbe-400a-bd11-2e0fd563fb8f
,C_WOOD,,PRIMSBIO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,7154b494-a067-45f2-b9fd-14c737553960
,C_MBIO,,BIOGASES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a0ccb755-1b0f-4f08-9a31-9f01f4a0ced7
,C_BIOG,,BIOGASOL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c23be983-c874-403e-9411-061e2f352a5c
,C_BIOD,,BIODIESEL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,34f04b2d-9009-4ac8-8b26-746935a70a7b
,C_BIOD,,BIOJETKERO,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3e14a643-3355-48da-8f1a-c484f1fc10e8
,C_BIOG,,OBIOLIQ,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6c5832fc-e7bf-4806-b0c9-4a09b12e4f4d
,C_CHAR,,CHARCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,c0f54189-34af-46d8-8094-a9af6da9f988
,C_HWAT,,SOLARTH,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,36d4424c-5651-489b-b2ab-07885a99db63
,C_ELEC,,ELECTR,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,329823e4-9ae2-4ef9-9bd3-e18b59f37df0
,C_HEAT,,HEAT,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a0bba463-a12f-42ab-86a8-94cbcce8548d
oa_loss,,DISTLOSS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,36e8e4af-9b57-4437-b422-07319a30d427
A_Transfer,,TRANSFER,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8d201360-7029-4e81-b131-96adff903d45
A_HPUMP,,THEAT,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a6b5f7da-5239-4113-a1c2-b03ac56338a9
A_EBOIL,,TBOILER,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a820b2bd-d84a-4f2c-bd35-8a975f600317
A_HCHEM,,TELE,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,1303fc17-2024-4df1-9ecf-c0287d007f68
A_STEL,,TBLASTFUR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e3809fb1-550f-41ed-a856-8bf6b347637d
A_MGWG,,TGASWKS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8bef132b-f66b-4a26-9abe-6edbbddb9887
A_COKE,,TCOKEOVS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,cfcc389f-8b3b-4b7b-98a2-6d8eb4f2a1e4
A_COKE,,TPATFUEL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6e828005-3333-480d-bfe6-39ccdb190396
A_COKE,,TBKB,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,964b1ee6-05d3-4ab7-952f-b38ffbd37894
A_REFN,,TREFINER,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,cf902ead-0d18-466d-a73b-52134d6d063a
X_petrochem,,TPETCHEM,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,dbac064f-b0e2-4a9a-b775-e26f7e7212b0
A_COKE,,TCOALLIQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c0676d33-de29-4b7a-b681-9d877cafee1f
A_OGPL,,TGTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d6633a13-3c88-4c3f-8b71-7f0836886190
A_MGWG,,TBLENDGAS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9881434c-2967-419f-a415-e055924c2271
A_COKE,,TCHARCOAL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fc8a86a6-febd-4232-858e-aa226c02cc6c
A_NS_transf,,TNONSPEC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b3250f61-e783-45a0-bd4a-3af649ca83ef
A_COAL,,EMINES,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,89aec7bb-cb96-4393-8192-bee6cb20aee0
A_COIL,,EOILGASEX,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b7578ab8-58cf-4f58-a054-276e88b06156
A_STEL,,EBLASTFUR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ddce51c4-0cfc-40e8-bb27-1e1e4ed6ebb9
A_MGWG,,EGASWKS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,eaee5fac-926c-4a2d-bef4-def15334e75a
A_BIO,,EBIOGAS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,9ee7d9dc-8ac2-4802-a3e3-0bd2f7fe3265
A_COKE,,ECOKEOVS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b29f7c50-8952-4dc6-a65c-0e8b15d8258e
A_COKE,,EPATFUEL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,77e14ad7-d337-455a-b703-7340cb070413
A_REFN,,EREFINER,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ce5e9f12-846c-4bb2-a938-40e54e267798
A_COKE,,ECOALLIQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9d931562-df15-4e87-9802-60f8b8b5c350
A_OGPL,,ELNG,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,152e9503-3c45-460d-9ab8-7c5173159bdc
A_OGPL,,EGTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,daf53d9a-ffce-4c1f-8109-d15f99025412
A_POWH,,EPUMPST,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,32af88ba-df53-4f6e-b884-c743a01acacd
A_POWN,,ENUC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0affeda6-029c-42d3-9727-b50a4071888c
A_COKE,,ECHARCOAL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,88b96804-ab2d-4213-87e8-14199a7bef28
A_NS_energy,,ENONSPEC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0234d806-bd6a-4c9a-bd3b-0d59d3bed7d6
X_mine,,MINING,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6bf2a834-556b-4739-84b5-b54733c5f204
A_CONS,,CONSTRUC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,95faf81f-d8f5-4b02-804d-5502f79224f4
A_STEL,,IRONSTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b45767a3-511e-4ebd-b6e0-d45590a338ee
