activitytype_from,activitytype_to,comment,prefixed_id,skos_uri,classification_from,classification_to
ai_1313,313300,many-to-one correspondence,21d90dba-d0a6-4aab-8333-6aef54eeb108,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TEXT,313300,many-to-one correspondence,f1921793-edef-4a2c-9815-efe3674eb462,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1391,313200,many-to-one correspondence,96ca2d13-bd8c-4a80-b376-1e51481a988a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1392,314120,one-to-one correspondence,753e0a1b-5d26-4e4b-b1c6-f61217a8916c,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1393,314110,one-to-one correspondence,31d9dc1b-d995-4e9d-9638-e3268575fdac,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1394,314900,many-to-one correspondence,d4bf0fa5-a910-4a71-9d21-082ec5ecf6f5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_13919,314900,many-to-one correspondence,5ff64f0d-ef7c-4051-a871-a8a96e82752d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_GARM,315000,many-to-one correspondence,c88e3e1d-e5f4-421c-98ea-50402e974528,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_141,315000,many-to-one correspondence,88d53f3b-5f3f-476b-bfbb-947c546d70e6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1410,315000,many-to-one correspondence,5d024fd1-146b-445a-b7dd-f8998da8fe7e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_142,315000,many-to-one correspondence,e3ef1e20-8ca1-420e-8fda-9c56bb6e9cbf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1420,315000,many-to-one correspondence,c5c03c0a-f39e-4d46-909a-9f8a66958ad7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_143,315000,many-to-one correspondence,def10a13-b73d-493b-8a87-581ffca9b09c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1430,315000,many-to-one correspondence,4424781e-375e-4429-abba-d08db7379b03,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_LETH,316000,many-to-one correspondence,7668ab3a-38a3-4f5c-8745-c6d90b12cb57,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_151,316000,many-to-one correspondence,cfcc8f54-5023-4257-b45b-7fbefe83b62a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1511,316000,many-to-one correspondence,3fa095cb-2e10-4983-bf40-68c4863a97bc,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1512,316000,many-to-one correspondence,41755677-49bd-4b3f-9a47-d80a7ed197c0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_152,316000,many-to-one correspondence,9fa725aa-8599-48a4-b1a3-f96604731015,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1520,316000,many-to-one correspondence,0904355d-435f-43da-9345-e99f819b8586,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_161,321100,many-to-one correspondence,9b8ac600-941d-4a0c-9714-5da12f20eb2b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1610,321100,many-to-one correspondence,35acb646-c1d2-4e38-bb1f-d91927203652,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1621,321200,one-to-one correspondence,ee7863bd-b811-4086-b536-dac356b3e5d2,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1622,321910,many-to-many correspondence,634dee77-f3ee-42a0-81e5-3d1b72d352f1,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1622,3219A0,many-to-many correspondence,c064a78a-c1eb-45e8-abf2-7846e51df642,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1623,3219A0,many-to-one correspondence,0c901caf-7e27-47ea-bae3-055afb2a2411,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_1629,321910,many-to-many correspondence,815bd505-fc3c-43b9-8ccf-9f586c7486df,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1629,3219A0,many-to-many correspondence,0e4677a9-2e2c-4533-9cbf-ebf5158dbed8,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_PAPE,322120,one-to-one correspondence,4724a39e-52b6-4b58-bb5f-a1c540bd1bf1,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_170,322130,one-to-one correspondence,06c13227-3895-4334-a0bd-426affeb385f,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
A_PULP,322110,one-to-one correspondence,8ae5e42b-dfd1-4d00-a34f-2a189065117f,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1702,322210,many-to-many correspondence,ea78a064-218d-46c2-983a-48f87dece3bb,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1702,322220,many-to-many correspondence,72c117e3-ce90-45c9-bea1-54b76df2d36b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1709,322210,many-to-many correspondence,53f950b7-c5e4-4bff-9527-772c5b26433a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1709,322220,many-to-many correspondence,6d6dc835-f025-450d-a1f6-27871da3a65a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_1709,322230,one-to-many correspondence,58d43a9c-f0a4-46b1-ac43-cc209b27d5bc,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_1709,322291,one-to-many correspondence,e4ee6472-07dc-4abc-b9b0-4f4ce1c80f9d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_1709,322299,one-to-many correspondence,f233d1cd-a7d4-44be-bad4-bf814dea30a3,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_1811,323110,one-to-one correspondence,c06c7601-4d53-4098-8f8a-58469ff7b774,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1812,323120,one-to-one correspondence,b2bb8e46-b8d2-474f-b797-e655cc6ad556,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_1820,334610,many-to-one correspondence,0fa7a291-edc0-4bbc-8ad8-fd35b80f3a26,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_BIOD,324190,many-to-one correspondence,bd2a94e4-31af-4a68-b59a-2e5cc02227ba,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_BIOG,324190,many-to-one correspondence,1dc67e46-475f-4078-acf7-d356e29b857e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_REFN,324110,many-to-one correspondence,a49614bd-3582-4378-aea2-b38e5a48a435,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_BKBP,324110,many-to-one correspondence,f1fd96dd-7ea3-425a-b54c-f265f64037ec,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_LPGA,324110,many-to-one correspondence,2b38d16d-1777-459e-b5ba-6d3871fa69fa,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_LUBR,324110,many-to-one correspondence,51ff74fd-165f-4b55-89cd-707a7ff590ba,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_OBIO,324190,many-to-one correspondence,4cf7868c-cc97-41f8-bb40-a3251001c30f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_SE_biog,325120,many-to-one correspondence,8876d274-3156-4bd1-84d9-e19b8cf2a6cf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2011,325130,one-to-many correspondence,d0b57165-a4a2-4bd7-8771-50997849e4e1,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2011,325180,many-to-many correspondence,c5bf1dfc-b77b-4ad8-92e2-2ad06c3bc104,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_OGPL,325110,one-to-many correspondence,e88f2494-a22a-49c1-9807-681b0e8cc6d9,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_OGPL,325120,many-to-many correspondence,7e457b2c-6f03-47f3-aaf4-558d83a6011c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_OGPL,325190,one-to-many correspondence,a034bf81-251b-468e-82ea-4c576a75b230,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_NUCF,325180,many-to-one correspondence,d942e12d-9b2d-48a4-8ec4-471a90586702,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2012,325310,many-to-one correspondence,4ed68b87-ebfd-4615-9a85-e17cbea2d63f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_N_urea,325310,many-to-one correspondence,b3fca856-330e-43e6-8835-cea2ce8ebd73,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_NP_fert,325310,many-to-one correspondence,d6451059-0565-499e-9e2f-afb65ac05176,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_NPK,325310,many-to-one correspondence,9dd99869-78ca-4e20-9e87-31c54414f42b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_N_solution,325310,many-to-one correspondence,fef3fd31-7011-4b22-b37a-59e98f8302fd,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PK_fert,325310,many-to-one correspondence,85e8de03-9b4e-4f92-9de4-f8b6239eb820,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_N_AmmNit,325310,many-to-one correspondence,69a1fe78-c06c-4ea1-9b51-d45b5cdf0d50,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_N_AmmSol,325310,many-to-one correspondence,d1168219-13bf-4baa-9039-7ee431a693eb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_N_CaAmNit,325310,many-to-one correspondence,dcfdb2be-3a90-4fa7-ae46-160072f0498c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_NK_fert,325310,many-to-one correspondence,b90db32a-d9ae-416c-8cff-1bba1bb00dbe,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_PLAS,325211,one-to-many correspondence,10c9732a-ae9b-4c73-a0e2-b69608e5e1c1,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_PLAS,3252A0,many-to-many correspondence,b1ee7fcb-e75c-4325-be7f-a38c4ef45bd3,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2021,325310,many-to-many correspondence,e8d061c2-e80e-436a-bdbb-62bb3eda0b1d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2021,325320,one-to-many correspondence,0c4ce237-ccaa-4036-b401-225663a0feda,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2022,325510,one-to-many correspondence,33ccdcf5-846b-4613-b4db-4001e71a16bd,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2022,325910,one-to-many correspondence,d0669957-3c69-4ea2-8065-08eb33f02ae4,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2023,325610,one-to-many correspondence,2293d114-277a-4e72-97a9-9048f3a5d633,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2023,325620,one-to-many correspondence,c14e3613-5757-400d-9898-050bcc25a0d4,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_CHEM,3259A0,one-to-many correspondence,02cbedbf-aafc-4f06-85d3-5827483feca7,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_CHEM,325520,one-to-many correspondence,1313c702-7abf-4f3c-865b-d0978724e4ed,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2030,3252A0,many-to-one correspondence,a95e12b2-ff3a-4ede-a04f-718463daa786,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2100,325411,one-to-many correspondence,b49be3d1-80b2-419b-92aa-54ad26f69723,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2100,325412,one-to-many correspondence,3e40aec0-bbe3-469e-92aa-100e1c1b17ae,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2100,325413,one-to-many correspondence,03d547cd-b276-40a4-add7-20352a9c31ed,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2100,325414,one-to-many correspondence,69f431fd-b0f3-4988-b92d-4ab3cf16011f,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2211,326210,one-to-many correspondence,88e25ce6-a293-4aec-8af8-431bad16d8f6,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2211,326220,one-to-many correspondence,026d7275-5fa0-4b39-a6dd-d7f07a7e4136,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2219,326290,one-to-one correspondence,23f73548-0851-42b2-8185-b51aafaf34b5,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_2220,326110,one-to-many correspondence,9980cc76-107c-4ccd-b2e6-b0a359437227,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2220,326120,one-to-many correspondence,9ead4ab7-dd0a-429c-a08e-6f91436e74c5,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2220,326130,one-to-many correspondence,a617607a-3fa2-4fc0-8d75-f296e0c5f4b2,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2220,326140,one-to-many correspondence,e9013346-875f-42ce-8765-f4b4ad12de77,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2220,326150,one-to-many correspondence,547e4284-0982-4ca2-b936-e304484990e6,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2220,326160,one-to-many correspondence,b14088a7-88b9-4d5c-b730-7fff9436397e,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2220,326190,one-to-many correspondence,719bb716-3b3f-4fe6-a86a-3869435ae9a7,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_231,327200,many-to-one correspondence,f0f88fd9-086e-4c46-9fad-a9244102698c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_GLAS,327200,many-to-one correspondence,53b3b8eb-58e1-4bd8-ad1f-028d30bf8e88,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2391,327100,many-to-one correspondence,024a0ed4-99bb-4dd6-8f7a-fb227ecd4170,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_BRIK,327100,many-to-one correspondence,797efacb-969f-4879-a072-91b0a39cad67,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_CRMC,327100,many-to-one correspondence,9f30f73a-d9a5-4a03-9bb9-8a48c0db4977,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_CMNT,327400,one-to-many correspondence,2adf168a-d907-42de-880f-a4e764ca891f,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_CMNT,327310,one-to-many correspondence,25da8980-b225-4c64-86b5-989a3ca9eb0b,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_CMNT,327320,one-to-many correspondence,609f4b85-55cf-4a34-a9cb-23be01653148,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2395,327330,one-to-many correspondence,5df7793a-05ce-4be0-8c36-7c3461a2095d,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2395,327390,one-to-many correspondence,46acf302-805f-473d-9c51-c231085e865e,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2396,327991,one-to-one correspondence,8c9646ba-0051-4d56-9cd8-8246c3e31d48,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
A_ONMM,327910,one-to-many correspondence,2331dced-5cfd-4ade-99b9-9f2d614763bc,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_ONMM,327992,one-to-many correspondence,ce29708b-a75b-45f3-9520-0744e838cbcd,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_ONMM,327993,one-to-many correspondence,399ee1c0-9336-48dc-af69-82dd107d16f8,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_ONMM,327999,one-to-many correspondence,947c0ff4-a896-4b09-a9c5-565d5edacb6b,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_ONMM,324121,one-to-many correspondence,86fec79b-af56-44ea-8e73-f5c67066693f,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_ONMM,324122,one-to-many correspondence,fcf56526-f1bf-4f72-b3c9-6a609d943a0a,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_STEL,331110,one-to-many correspondence,a4789b09-8ca5-4dc8-9ef6-e7339c8871a4,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_STEL,331200,many-to-many correspondence,2ee22faf-3f20-4c27-b3bd-d911c3508e2f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_PREM,331410,many-to-many correspondence,e6291f72-c715-4c33-a609-c2bd2dd34ef1,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_PREM,331490,many-to-many correspondence,ca7b9c8e-996d-4529-9f20-a366b9db6f5a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_ONFM,331410,many-to-many correspondence,e721f68d-a5a0-4624-ac03-a7bf2bd9807c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_ONFM,331490,many-to-many correspondence,d957adcb-db32-499e-a131-0232573ff248,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_COPP,331410,many-to-many correspondence,f1af6de7-1866-47bf-b416-b09892185325,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_COPP,331420,one-to-many correspondence,8421720d-0a41-41ab-896c-425000c7134f,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_COPP,33291A,many-to-many correspondence,181c2c95-21ef-43e5-8785-a57ca649bd89,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_COPP,332996,many-to-many correspondence,5fc47c67-509e-473d-9009-dae96066d53c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_LZTP,331410,many-to-many correspondence,f35c3b30-3506-4090-a407-d3dbfa20503b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_LZTP,331490,many-to-many correspondence,1626f8f5-0a34-42ec-8fbb-fa6c7783eede,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_ALUM,331313,one-to-many correspondence,af0ada83-3943-4d35-9f9c-286e943b8e87,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_ALUM,331314,one-to-many correspondence,2f948213-dbaf-4fb2-b90b-53b4be7d4e41,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
A_ALUM,33131B,one-to-many correspondence,28461910-f74d-46f4-91a3-9e092a9d4f59,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2431,331510,one-to-one correspondence,7716a610-0e3b-425f-9a28-8a86efed0f8a,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_2432,331520,one-to-one correspondence,09c7d63f-cc8f-485b-bd0f-f4d0dcfb0620,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_2511,332310,one-to-many correspondence,c4c62e1f-1f18-4013-8b66-ecf9bd666a08,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2511,332320,one-to-many correspondence,a316703f-af2d-46fa-9ec9-fe28c27eac25,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2512,332410,many-to-many correspondence,16c685f0-2fdc-4204-9efb-45af2eec54de,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2512,332420,one-to-many correspondence,3b2081d2-d816-46ed-b6dd-3ef03bc771dc,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2512,332430,one-to-many correspondence,5b3a9210-7474-45e4-a540-e6898d79fb9a,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2513,332410,many-to-one correspondence,26e14e68-645d-48c1-a83b-8b2de2ede397,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2520,33299A,one-to-one correspondence,8be36d6a-9d30-4e41-a15c-23f7b5ab287e,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_2591,33211A,one-to-many correspondence,3208a227-027b-474e-a2ab-47f4e6ba0be2,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2591,332114,one-to-many correspondence,b044b72b-6d25-4191-a745-124e0813c109,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2591,332119,one-to-many correspondence,1e8534d4-4f8f-4a3e-a6cc-cfdc368085ab,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2592,332710,one-to-many correspondence,90723219-aefe-4b09-beb7-442b4155179f,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2592,332720,one-to-many correspondence,e5a01a89-2a6e-415f-84ad-aa404070e238,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2592,332800,one-to-many correspondence,4f74f8e6-9ada-4fcf-a98c-6ab5024795e3,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2593,332500,many-to-many correspondence,2300be18-94a9-4cc9-8baa-6c59b5de94b6,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2593,332200,one-to-many correspondence,7c8cde8b-2f1f-4519-9d3e-568f92082ca6,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2599,332500,many-to-many correspondence,2f213f3a-bb24-4aab-b84f-87ca08300d04,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2599,332600,many-to-many correspondence,a2025cce-dcd5-4260-97fb-e640453de9c7,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2599,331200,many-to-many correspondence,265a1be6-3f92-4ee7-a39b-0be0bf979560,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2599,332999,one-to-many correspondence,afacc7f3-d59c-45e0-b1af-4f90ed81cb3a,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2599,339950,many-to-many correspondence,e2778c47-7599-4ca7-adf9-f7fe15b05e3d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2610,334413,one-to-many correspondence,b48b3ccd-50b6-407a-bf36-c930764a3ded,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2610,334418,one-to-many correspondence,8e5a2687-3648-435f-9acd-f58df6ad22d2,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2610,33441A,one-to-many correspondence,f8515286-5f28-484d-998a-ba8784a7a8ff,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_262,334111,one-to-many correspondence,e0315893-fbfb-4356-a14f-14aa0716e6cb,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_262,334112,one-to-many correspondence,f6a8e2c9-8215-4e01-b678-30d30ab69585,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_262,334118,one-to-many correspondence,9e75dad9-24db-41f4-a495-2d02dd1bbf94,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_263,334210,one-to-many correspondence,14136573-8c6d-4d45-a153-10d22e03be10,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_263,334220,one-to-many correspondence,07927b04-d6af-4748-ad62-8150c19e36c2,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_263,334290,many-to-many correspondence,3ab38266-f463-47ea-8724-fe9a76bb29fd,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_RATV,334300,many-to-one correspondence,ba9f46f9-ab8d-44ea-a3fc-039ee4ae87dd,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2651,334511,one-to-many correspondence,1ae3fb88-43b1-4c9f-aa03-4a4de6d1a0ff,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2651,334512,one-to-many correspondence,67e022b2-c191-4711-b476-3b90384df00a,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2651,334513,one-to-many correspondence,277311d4-f30e-4fe9-a2be-703a6638702c,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2651,334514,one-to-many correspondence,d5426307-e95e-4d74-a24f-225f9f27d43e,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2651,334515,one-to-many correspondence,2f8f8b42-1d62-45dc-8dfa-a0311b058733,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2651,334516,one-to-many correspondence,e6220948-3415-4b94-b70c-88919f80a6f7,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2651,33451A,many-to-many correspondence,9380310e-438a-4afd-b4e7-22f8d46b36c4,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2651,334290,many-to-many correspondence,d5dc4fd8-86ec-46ff-ac28-b27a4ecacb4b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_2652,33451A,many-to-one correspondence,86168439-22e6-4879-acab-e7f31755619a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2660,334510,one-to-many correspondence,a01d5c17-8416-41b9-a9cd-19737c1afd3b,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2660,334517,one-to-many correspondence,919d567b-8452-4fb9-8649-91feef14a8fa,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2670,334300,many-to-one correspondence,07bcd9c3-2ec5-49d1-940d-3a2fc23d5300,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_2680,334610,many-to-one correspondence,a9e7b583-b49b-4817-a450-67e0c8ce6cf7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_271,335311,one-to-many correspondence,f0fadb03-6db6-4944-87b8-6e60e8eda159,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_271,335312,one-to-many correspondence,b6bf0a73-dfae-41a8-b17a-70f441319e45,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_271,335313,one-to-many correspondence,04dc7f6f-7800-4d2b-a5ca-a28cdb967f69,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_271,335314,one-to-many correspondence,07653c86-9847-47f8-8d80-0d0c69158f11,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2720,335911,one-to-many correspondence,bdd0b9ab-c9d8-4d47-a021-eee9e41398c5,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2720,335912,one-to-many correspondence,9f7334b0-6f6a-4d90-bbce-fc40b08a1d29,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_2731,335920,many-to-one correspondence,5c4615ef-a753-45bd-96cb-d964349fef36,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
