location_from,location_to,classification_from,classification_to,comment,prefixed_id,skos_uri
662,LC,baci,iso_3166_1,one-to-one correspondence,cd177fd6-fa73-4193-a67a-ae4552653aa7,http://www.w3.org/2004/02/skos/core#exactMatch
666,PM,baci,iso_3166_1,one-to-one correspondence,331ac927-7dd6-4f20-bc6c-36dfaead99ca,http://www.w3.org/2004/02/skos/core#exactMatch
670,VC,baci,iso_3166_1,one-to-one correspondence,c4d9208a-5576-4d74-9831-163dca5dc1be,http://www.w3.org/2004/02/skos/core#exactMatch
674,SM,baci,iso_3166_1,one-to-one correspondence,94a3f463-4275-4554-916c-3aa3e762687a,http://www.w3.org/2004/02/skos/core#exactMatch
678,ST,baci,iso_3166_1,one-to-one correspondence,e6979b91-4f8a-45c6-a7e0-84f71b965abc,http://www.w3.org/2004/02/skos/core#exactMatch
682,SA,baci,iso_3166_1,one-to-one correspondence,fde8894f-c72e-4f8b-936f-76ea3b9be370,http://www.w3.org/2004/02/skos/core#exactMatch
686,SN,baci,iso_3166_1,one-to-one correspondence,1bb3034f-6aa9-472b-8ab4-a8860849a201,http://www.w3.org/2004/02/skos/core#exactMatch
688,RS,baci,iso_3166_1,one-to-one correspondence,e790848b-f122-45d1-baec-dc6e1626176d,http://www.w3.org/2004/02/skos/core#exactMatch
690,SC,baci,iso_3166_1,one-to-one correspondence,1533b32a-52a5-4402-8f0c-8322e2279a65,http://www.w3.org/2004/02/skos/core#exactMatch
694,SL,baci,iso_3166_1,one-to-one correspondence,cdea5578-851f-439b-874b-c36f82a1740a,http://www.w3.org/2004/02/skos/core#exactMatch
699,IN,baci,iso_3166_1,one-to-one correspondence,d8f26017-f26d-4b5f-9a3b-11b00402def5,http://www.w3.org/2004/02/skos/core#exactMatch
702,SG,baci,iso_3166_1,one-to-one correspondence,83188ce7-5204-4398-a8f5-21ac2ee96ac8,http://www.w3.org/2004/02/skos/core#exactMatch
703,SK,baci,iso_3166_1,one-to-one correspondence,94228203-5ba1-40d5-b98b-8b651713516f,http://www.w3.org/2004/02/skos/core#exactMatch
704,VN,baci,iso_3166_1,one-to-one correspondence,f13496ce-0547-46ab-9a03-71108d6a59e1,http://www.w3.org/2004/02/skos/core#exactMatch
705,SI,baci,iso_3166_1,one-to-one correspondence,2845f33b-0bb0-4099-85cc-a3e997e63317,http://www.w3.org/2004/02/skos/core#exactMatch
706,SO,baci,iso_3166_1,one-to-one correspondence,c0146918-9c49-4e42-acfb-3f31cc572931,http://www.w3.org/2004/02/skos/core#exactMatch
710,ZA,baci,iso_3166_1,one-to-one correspondence,5c1c6cc5-4199-4829-94aa-1f3292445c7a,http://www.w3.org/2004/02/skos/core#exactMatch
716,ZW,baci,iso_3166_1,one-to-one correspondence,06c8c423-0aa6-4ce8-b8ba-50a7334c3751,http://www.w3.org/2004/02/skos/core#exactMatch
724,ES,baci,iso_3166_1,one-to-one correspondence,64d5365a-5d5c-433e-8f7d-45bf1ec6f737,http://www.w3.org/2004/02/skos/core#exactMatch
728,SS,baci,iso_3166_1,one-to-one correspondence,c538da7a-47cd-41d5-a1d6-99eea4fe8c43,http://www.w3.org/2004/02/skos/core#exactMatch
729,SD,baci,iso_3166_1,many-to-one correspondence,9d66626c-1054-42aa-a252-33d8a393a85d,http://www.w3.org/2004/02/skos/core#broadMatch
736,SD,baci,iso_3166_1,many-to-one correspondence,0d90ba76-4534-4eb7-b752-91f28d21fd42,http://www.w3.org/2004/02/skos/core#broadMatch
740,SR,baci,iso_3166_1,one-to-one correspondence,f44508ce-c62f-4ce6-9e31-d23cac6d3949,http://www.w3.org/2004/02/skos/core#exactMatch
748,SZ,baci,iso_3166_1,one-to-one correspondence,1aab2c6d-5bcb-4003-b5c9-2adeec137f41,http://www.w3.org/2004/02/skos/core#exactMatch
752,SE,baci,iso_3166_1,one-to-one correspondence,8b3f9b1b-609d-49a4-8861-69b265643413,http://www.w3.org/2004/02/skos/core#exactMatch
757,CH,baci,iso_3166_1,one-to-one correspondence,e70a684f-b465-4600-b9c6-f4722554772c,http://www.w3.org/2004/02/skos/core#exactMatch
760,SY,baci,iso_3166_1,one-to-one correspondence,c8e75626-10ab-4e6b-a362-8131b87c41ef,http://www.w3.org/2004/02/skos/core#exactMatch
762,TJ,baci,iso_3166_1,one-to-one correspondence,60357387-7204-42b0-b505-ec603bc904aa,http://www.w3.org/2004/02/skos/core#exactMatch
764,TH,baci,iso_3166_1,one-to-one correspondence,a6d575ec-9f5c-4d23-86dc-8d01d68d9324,http://www.w3.org/2004/02/skos/core#exactMatch
768,TG,baci,iso_3166_1,one-to-one correspondence,beb7696d-f910-4958-b069-0df170d76331,http://www.w3.org/2004/02/skos/core#exactMatch
772,TK,baci,iso_3166_1,one-to-one correspondence,3e19e940-cac4-4e71-a356-a94eeb093a52,http://www.w3.org/2004/02/skos/core#exactMatch
776,TO,baci,iso_3166_1,one-to-one correspondence,f83d3a30-259f-4796-b5ef-2356cfb162b2,http://www.w3.org/2004/02/skos/core#exactMatch
780,TT,baci,iso_3166_1,one-to-one correspondence,1bd831a4-2932-48ab-b8af-dbd53954d269,http://www.w3.org/2004/02/skos/core#exactMatch
784,AE,baci,iso_3166_1,one-to-one correspondence,51cd092a-e40f-44b9-bd58-dd6475f5de13,http://www.w3.org/2004/02/skos/core#exactMatch
788,TN,baci,iso_3166_1,one-to-one correspondence,79e1c8c3-0e3b-441c-9e6c-7391f6f41f67,http://www.w3.org/2004/02/skos/core#exactMatch
792,TR,baci,iso_3166_1,one-to-one correspondence,b7ca0d11-60e7-4276-9c2d-3e0c2a8d91bd,http://www.w3.org/2004/02/skos/core#exactMatch
795,TM,baci,iso_3166_1,one-to-one correspondence,d4bc4a94-ab7f-472f-8e58-76eec3c29377,http://www.w3.org/2004/02/skos/core#exactMatch
796,TC,baci,iso_3166_1,one-to-one correspondence,871d84e7-089a-48ea-a295-cc02c587c525,http://www.w3.org/2004/02/skos/core#exactMatch
798,TV,baci,iso_3166_1,one-to-one correspondence,88e353da-5fcf-4842-99e3-2a0031b50029,http://www.w3.org/2004/02/skos/core#exactMatch
800,UG,baci,iso_3166_1,one-to-one correspondence,8597e89e-68fb-4367-ad6c-d44c8af849a5,http://www.w3.org/2004/02/skos/core#exactMatch
804,UA,baci,iso_3166_1,one-to-one correspondence,21c9deda-8d2f-4386-9599-d0d05aa85942,http://www.w3.org/2004/02/skos/core#exactMatch
807,MK,baci,iso_3166_1,one-to-one correspondence,fb453572-cdb8-4cf7-915e-6ddd0056baa6,http://www.w3.org/2004/02/skos/core#exactMatch
810,SU,baci,iso_3166_1,one-to-one correspondence,cae31e38-7c0c-4f6b-a61f-49efa4441069,http://www.w3.org/2004/02/skos/core#exactMatch
818,EG,baci,iso_3166_1,one-to-one correspondence,e042a3c7-398b-48b4-a8ec-2988bd73ec29,http://www.w3.org/2004/02/skos/core#exactMatch
826,GB,baci,iso_3166_1,one-to-one correspondence,f7fe1336-8971-4ebc-b6bb-ae40d9aa40ac,http://www.w3.org/2004/02/skos/core#exactMatch
834,TZ,baci,iso_3166_1,one-to-one correspondence,461637cd-7142-4ef5-83f6-2556d811c302,http://www.w3.org/2004/02/skos/core#exactMatch
842,US,baci,iso_3166_1,one-to-one correspondence,7abfebce-d1b5-44af-99d5-7d89f789ca26,http://www.w3.org/2004/02/skos/core#exactMatch
854,BF,baci,iso_3166_1,one-to-one correspondence,5c1768ce-6470-4412-ba58-3d4349d5fd78,http://www.w3.org/2004/02/skos/core#exactMatch
858,UY,baci,iso_3166_1,one-to-one correspondence,d2730b7c-c1fd-40c1-8b57-0c66c5ecde85,http://www.w3.org/2004/02/skos/core#exactMatch
860,UZ,baci,iso_3166_1,one-to-one correspondence,c99378c2-1186-4b81-bcac-323cdc4d4d86,http://www.w3.org/2004/02/skos/core#exactMatch
862,VE,baci,iso_3166_1,one-to-one correspondence,31c34322-4081-4155-991a-596340ed9f5a,http://www.w3.org/2004/02/skos/core#exactMatch
876,WF,baci,iso_3166_1,one-to-one correspondence,b8845f8b-c3e4-4e10-a94f-0ee2c902611c,http://www.w3.org/2004/02/skos/core#exactMatch
882,WS,baci,iso_3166_1,one-to-one correspondence,b8831f85-f90a-4ec2-a312-59ac4006e137,http://www.w3.org/2004/02/skos/core#exactMatch
887,YE,baci,iso_3166_1,one-to-one correspondence,1591ec88-a5b0-4f4e-87ed-bec1cca9a5c0,http://www.w3.org/2004/02/skos/core#exactMatch
891,CS,baci,iso_3166_1,many-to-one correspondence,9d9a3fa1-2688-47d0-a51a-680acac76a18,http://www.w3.org/2004/02/skos/core#broadMatch
894,ZM,baci,iso_3166_1,one-to-one correspondence,179c7157-f239-4c46-b933-f7c298c5fa63,http://www.w3.org/2004/02/skos/core#exactMatch
