location_from,location_to,classification_from,classification_to,comment,prefixed_id,skos_uri
PF,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,4fc98362-9f32-44cd-8d90-76e1b01d2a31,http://www.w3.org/2004/02/skos/core#broadMatch
TF,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,674c34fa-9dcd-40b4-af6b-0aed76a1e2fd,http://www.w3.org/2004/02/skos/core#broadMatch
GA,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,986c71a7-3b79-43d7-9049-39600240c5d1,http://www.w3.org/2004/02/skos/core#broadMatch
GM,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,0eb48328-7842-4e23-b632-ace2ed586be0,http://www.w3.org/2004/02/skos/core#broadMatch
GE,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,aacf388d-83ec-45aa-a0cb-e09f6e8f09d6,http://www.w3.org/2004/02/skos/core#broadMatch
DE,DE,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,8c6a27d0-a6de-4aaa-99ac-133a2289246d,http://www.w3.org/2004/02/skos/core#exactMatch
GH,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,713ebb9f-a2a2-425c-8bb2-6d0285c65f2a,http://www.w3.org/2004/02/skos/core#broadMatch
GI,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,99a105ea-f85a-486d-a863-b140633ae22a,http://www.w3.org/2004/02/skos/core#broadMatch
GR,GR,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,27499782-eefd-46eb-904b-e0bc07f8b4ea,http://www.w3.org/2004/02/skos/core#exactMatch
GL,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,5ece4176-d5f3-495a-9266-c0e88e67256b,http://www.w3.org/2004/02/skos/core#broadMatch
GD,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,78487937-c133-4e10-a11f-5ba72a671a32,http://www.w3.org/2004/02/skos/core#broadMatch
GP,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,f0ae35eb-74bb-4a9b-a240-795d10baeea1,http://www.w3.org/2004/02/skos/core#broadMatch
GU,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,ba3ddc74-d616-443a-8bd2-726c3dc25842,http://www.w3.org/2004/02/skos/core#broadMatch
GT,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,642057f5-8a00-4e82-9525-4ef6582eabfd,http://www.w3.org/2004/02/skos/core#broadMatch
GG,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,d023dd6b-07c6-431f-8ba3-5a2321dd78e2,http://www.w3.org/2004/02/skos/core#broadMatch
GN,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,896bc6d6-7dc5-4abf-b36b-655788e080ea,http://www.w3.org/2004/02/skos/core#broadMatch
GW,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,eb5d1baf-5708-4b73-86ee-d0001dd16d47,http://www.w3.org/2004/02/skos/core#broadMatch
GY,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,997090be-65a5-4b6d-8e78-cb5dad7c8d71,http://www.w3.org/2004/02/skos/core#broadMatch
HT,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,8cf27305-a3bb-4c68-8c6b-cf9579283641,http://www.w3.org/2004/02/skos/core#broadMatch
HM,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,acf4a630-682c-41e5-97df-55795b838177,http://www.w3.org/2004/02/skos/core#broadMatch
HN,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,6938f7c5-117a-4328-8486-8c73a508916b,http://www.w3.org/2004/02/skos/core#broadMatch
HK,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,fd0a5c3d-3879-4ff4-8dfd-a4e3dca2c6ea,http://www.w3.org/2004/02/skos/core#broadMatch
HU,HU,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,be114f2c-3c69-4a41-a689-bf17fe85e162,http://www.w3.org/2004/02/skos/core#exactMatch
IS,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,42c37124-6700-4b67-b5ff-760220046710,http://www.w3.org/2004/02/skos/core#broadMatch
IN,IN,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,7df63fac-0fff-4a23-bbe6-a9e1c1b2cd88,http://www.w3.org/2004/02/skos/core#exactMatch
ID,ID,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,904a5942-99e5-41ae-925f-721ea12b08f4,http://www.w3.org/2004/02/skos/core#exactMatch
IR,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,ef1574a4-520c-48f2-afe9-25b2ff2a451c,http://www.w3.org/2004/02/skos/core#broadMatch
IQ,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,b2ee677e-0d8b-4108-a8c3-5de1ee924bff,http://www.w3.org/2004/02/skos/core#broadMatch
IE,IE,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,9ebe6682-d209-497e-a56c-3665058b2726,http://www.w3.org/2004/02/skos/core#exactMatch
IM,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,85fce57c-5814-4ec0-9092-6ecb7bad1233,http://www.w3.org/2004/02/skos/core#broadMatch
IL,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,5d14083c-5a7d-48fe-9b67-2759b60081d2,http://www.w3.org/2004/02/skos/core#broadMatch
IT,IT,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,42bba6cb-c896-43c6-ab3f-1d2f4c51f447,http://www.w3.org/2004/02/skos/core#exactMatch
JM,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,61feb124-26a5-4529-83dc-a8c8b8abf265,http://www.w3.org/2004/02/skos/core#broadMatch
JP,JP,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,82749997-fba3-4462-89cb-bf1662d4e628,http://www.w3.org/2004/02/skos/core#exactMatch
JE,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,3ed29149-e360-4739-96e3-1b6e220f3033,http://www.w3.org/2004/02/skos/core#broadMatch
JO,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,921386cc-e70e-4e7a-a60f-de56b1a9dbed,http://www.w3.org/2004/02/skos/core#broadMatch
KZ,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,a12c6324-dc43-40b3-afc7-b078d1b2a683,http://www.w3.org/2004/02/skos/core#broadMatch
KE,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,9f32813e-4a77-4537-a404-960fcd427a2b,http://www.w3.org/2004/02/skos/core#broadMatch
KI,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,c69fc4e2-8cd3-4492-b7da-e1fad9638870,http://www.w3.org/2004/02/skos/core#broadMatch
XK,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,72837696-4e24-4aad-84d3-5e162d2eaca2,http://www.w3.org/2004/02/skos/core#broadMatch
KW,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,8de1deb7-e506-48c5-af53-eaa069ec41b0,http://www.w3.org/2004/02/skos/core#broadMatch
KG,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,c6ee8c2c-ef70-4efc-88c2-efe0e972a694,http://www.w3.org/2004/02/skos/core#broadMatch
LA,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7c35dd2a-a641-481e-9efc-d82314ddcb9b,http://www.w3.org/2004/02/skos/core#broadMatch
LV,LV,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,3d39fe88-fe3b-4fec-82a5-0ee550ef1a07,http://www.w3.org/2004/02/skos/core#exactMatch
LB,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,ae0a7347-0127-4105-a458-2f5b90894d40,http://www.w3.org/2004/02/skos/core#broadMatch
LS,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,949dff5a-86b2-449e-9618-7992daad92e2,http://www.w3.org/2004/02/skos/core#broadMatch
LR,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,614395c0-4bf1-4c7e-9e1a-b4dc25040a19,http://www.w3.org/2004/02/skos/core#broadMatch
LY,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,72b44016-95d7-4b37-b1f6-0f4b737fc71b,http://www.w3.org/2004/02/skos/core#broadMatch
LI,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,93188d12-522c-4994-8395-509210c7b25c,http://www.w3.org/2004/02/skos/core#broadMatch
LT,LT,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,ed7f5608-67c7-434f-8608-0a3133da18db,http://www.w3.org/2004/02/skos/core#exactMatch
LU,LU,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,89a75f6b-e64c-4ab6-9865-0f4e259aa34c,http://www.w3.org/2004/02/skos/core#exactMatch
MO,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,e4e62f3b-c6f9-4bf0-a580-c6a7ad00454e,http://www.w3.org/2004/02/skos/core#broadMatch
MK,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,2751885e-aac9-478c-be6f-11fb3a335a14,http://www.w3.org/2004/02/skos/core#broadMatch
MG,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,d77c3629-d06b-4198-bfb3-f554c5b4c426,http://www.w3.org/2004/02/skos/core#broadMatch
MW,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,192e9a25-efef-4cbb-9ae4-7d126e968c83,http://www.w3.org/2004/02/skos/core#broadMatch
MY,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,f7f4f87d-e19d-45e2-8bba-90eacd4b5487,http://www.w3.org/2004/02/skos/core#broadMatch
MV,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,473d6125-71ff-4555-ae62-5ca6ccd9e35f,http://www.w3.org/2004/02/skos/core#broadMatch
ML,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,ec3aeb43-b2ee-4769-b8ac-35661f0f7267,http://www.w3.org/2004/02/skos/core#broadMatch
MT,MT,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,37e0d51c-ca35-4573-b08f-e710278fda06,http://www.w3.org/2004/02/skos/core#exactMatch
MH,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,6241f812-039c-43a3-adc3-ed498a6a8f32,http://www.w3.org/2004/02/skos/core#broadMatch
MQ,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,3e825354-8d8a-4c21-8d09-89bcc470140f,http://www.w3.org/2004/02/skos/core#broadMatch
MR,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,c67609bc-abee-49f7-a8c4-17a744c2aec9,http://www.w3.org/2004/02/skos/core#broadMatch
MU,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,af98f4ef-b516-4387-a5bc-6b6e120091a1,http://www.w3.org/2004/02/skos/core#broadMatch
YT,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,5c747ff3-0738-439c-9fb2-56e4a5019f8a,http://www.w3.org/2004/02/skos/core#broadMatch
MX,MX,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,677d5ebe-8912-4a5d-bd32-c744376d14b5,http://www.w3.org/2004/02/skos/core#exactMatch
FM,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,d3f7585e-ac8f-4a32-ab0c-04041047c92c,http://www.w3.org/2004/02/skos/core#broadMatch
MD,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,4373697e-fbef-440d-8020-32df9954b326,http://www.w3.org/2004/02/skos/core#broadMatch
MC,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,803b30b5-c39e-4abf-b454-c56ffc7f23f7,http://www.w3.org/2004/02/skos/core#broadMatch
MN,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,af2466d3-84bc-4810-8576-a4e8e57fc26a,http://www.w3.org/2004/02/skos/core#broadMatch
ME,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,fee0b314-6269-4cff-9174-9cc84bd2c88d,http://www.w3.org/2004/02/skos/core#broadMatch
MS,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,f61cd81d-c8fc-41a1-9435-097c7d0f8db7,http://www.w3.org/2004/02/skos/core#broadMatch
MA,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,3e420e8f-39fc-4fc6-ba94-fb2022a09b1f,http://www.w3.org/2004/02/skos/core#broadMatch
MZ,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7e10f1b8-321a-4b42-a5b9-42528a6761b2,http://www.w3.org/2004/02/skos/core#broadMatch
MM,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,07c540f8-5049-43c5-a0c8-7a1cafde2d37,http://www.w3.org/2004/02/skos/core#broadMatch
NA,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,e401a39c-3ca5-4fed-bf1f-dc17c7ab0bdd,http://www.w3.org/2004/02/skos/core#broadMatch
NR,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,49277a13-1b79-4031-a9d2-61711aefbeaa,http://www.w3.org/2004/02/skos/core#broadMatch
NP,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,284ebc21-a098-46a8-b6c3-69c06cce52f9,http://www.w3.org/2004/02/skos/core#broadMatch
NL,NL,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,d2bc7708-2d18-44a5-9b6a-3072d5257d17,http://www.w3.org/2004/02/skos/core#exactMatch
NC,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,4ca8e33a-b935-48f3-b335-d0e413afa5c1,http://www.w3.org/2004/02/skos/core#broadMatch
NZ,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,354af501-88ba-4eb8-8c15-6cb34b899f7f,http://www.w3.org/2004/02/skos/core#broadMatch
