flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
G47,fi_62387,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9353aa7c-63f4-4e8d-ac11-7d334a448172
G47,fi_62388,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e633ef9d-974b-49a0-8147-8bf670eeb38a
G47,fi_62389,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,cacf2d4f-cbee-4335-9c63-a3dd64763321
G47,fi_6239,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,25ea0a65-cda5-40f7-9a21-a0d3d838a234
G47,fi_6241,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4c55f7ce-a055-4682-8b74-4368ee3e338c
G47,fi_6242,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,662190db-9a7f-4fea-97a2-c97f45640b2b
G47,fi_6243,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b477bbd2-8007-419c-bb8e-834b1cc8e4d3
G47,fi_6244,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,60be857e-5ff6-47ee-883c-8c8756719cb2
G47,fi_6245,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ea392c9f-9000-4f82-b4d6-8d0580501957
G47,fi_6246,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,39eef074-ff6b-47d0-8d33-913c3a0f0069
G47,fi_6247,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2e72987b-8552-4326-b484-b7d92c047681
G47,fi_62482,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,16ff0775-f794-46d1-8ace-40e4ecbb7127
G47,fi_62483,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8d4f45e5-691b-4bf4-ac89-8d78e0b082b5
G47,fi_62484,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,113bc9ff-f416-429c-af0f-541ad2cd2c6c
G47,fi_62485,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ac6e162f-5bd9-4b9a-9d2f-f6e9a66474d9
G47,fi_62486,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1d64ea1d-eeb6-47f3-9c21-97c1a3fd9271
G47,fi_62487,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a8af7868-2379-4be3-9e09-f8ae5ed67a66
G47,fi_62488,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,05040967-10f5-48ed-ba66-e9d3dfcf6960
G47,fi_62489,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,32689169-148e-4490-82e9-4d8b3b753f61
G47,fi_6249,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c9e895d5-7d48-4071-80a0-e46ee0b53cc5
G47,fi_6251,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,13113973-3a8b-483e-b0ff-55faf99a2b2c
G47,fi_6252,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,df52cf08-6a78-4322-a680-1c4d4d99d3af
G47,fi_6253,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2d74f521-805b-4063-83b0-b217d301d7cd
G47,fi_6254,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,07ab1290-a2bf-4611-8392-18beb249e7ee
G47,fi_6255,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bb5d125c-cee1-45dd-a304-99360d010c7a
G47,fi_6256,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d68922f0-be60-48fd-8ee5-324e321013e7
G47,fi_6257,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4e330f1f-fe16-4f32-9c38-9792ce4e2bb1
G47,fi_62582,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,6452d61d-5598-47ec-83df-f53d301c88e2
G47,C_MARE,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8ece0747-9401-4a3c-9e8a-fd496c1180a3
G47,fi_62584,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,97edc160-d812-4b51-a357-2b6b5e4e93f2
G47,fi_62585,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b7f3a845-1f9d-48e7-8869-51c570e242ba
G47,fi_62586,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9f6859eb-2bd4-4933-a154-87fc6deb999e
G47,fi_62587,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,10944d7e-e7af-4234-8ec9-ac874742ac9a
G47,fi_62588,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3902cb40-bf44-445f-b23c-6ed44e57e5d4
G47,fi_62589,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0810bf22-dcdb-4367-9799-0fb076a9d54f
G47,fi_6259,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2de82fcf-e241-48bc-a23f-9466ff504f71
H,C_TLND,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,909d637d-d3eb-42f7-82d5-cc0401a52660
H,C_TRAI,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,52f4806d-e872-4eec-a412-587236b9346a
H,C_TPIP,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,1072a7b0-1fed-47ca-9b83-60f3e7a7b4ac
H,fi_651,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,dcbdb91b-353d-4902-8b6c-07ed678ac66f
H,C_TWAI,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,410dca20-6cf3-4357-9cc5-e56c077ae6fb
H,C_TWAS,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f5e82946-1da6-4213-bf7a-d11d6b8ccff0
H,fi_652,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,28cbe7c3-7e9a-487f-8ccd-da1fa4599304
H,C_TAUX,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e6ba1de5-72f3-469b-8ede-2e203b9d131e
H,C_TAIR,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b6db4de2-afda-4dd7-8837-2603c57f01b8
H,fi_653,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,ba73104d-8316-4051-86a9-cc5db70da20a
H,C_PTEL,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,8c342a58-2f35-44cb-9252-bcbcfd4b7ee3
H49,C_TLND,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b06b53f6-d9bd-4b99-b8ca-987de887261e
H49,C_TRAI,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,fb428bc6-17d0-438d-94b3-c443bc351dd6
H49,C_TPIP,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,5b3761f2-c661-4115-bda2-da5224e52b7d
H49,fi_651,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,e796303f-1c04-4957-af83-4946f087f3c1
H49,fi_6601,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,289d353c-d16c-48db-8c79-fc9417d882f5
H50,C_TWAI,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,56440fc1-4223-4261-bded-8619f08cc61f
H50,C_TWAS,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,206ec8e3-994d-448b-a818-e94625847a1f
H50,fi_652,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,734c18bf-94af-4b80-a825-f0854c1998ef
H50,fi_6602,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c55071a5-26a8-4158-8eae-65444eb3880a
H51,C_TAIR,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,cb7889e0-53d9-4589-a6e8-2097ad8b7b7d
H51,fi_653,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,37da0cbe-5db1-46cf-8e61-06f744c3276f
H51,fi_6603,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fdea215b-3d43-4a84-be7b-3991df98e849
H52,fi_67,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,24912d38-50ca-4a98-a9f0-9631d0de4d79
H53,C_PTEL,cpa_2_1_lvl2,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch,3d1abca4-1a4e-455f-ab3c-433490ca4a9e
I,C_HORE,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,de6ef9c6-f628-430f-9f2c-c686f83d361f
I55,fi_631,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5df07a25-fe3e-475d-8406-8d8928ad4764
I55,fi_632,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bc4161e6-9b2a-42d5-bcb5-144386e919c5
I56,fi_633,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ff0c86b8-b810-4e87-b8f2-d564ce81127f
I56,fi_634,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,015d54e8-cc54-4eac-9b87-5c36f0b38ba6
J58,C_PAPE,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a01e4404-6eac-40b9-97d3-e8346c9c69c5
J58,C_MDIA,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,90ccf92d-2239-479b-8199-eababc398f1e
J58,fi_47691,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f0cd4257-ad93-4229-835a-e7dc7f24bb11
J58,fi_47692,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2e7a43e1-e777-4ce4-8bd4-6ca1ae7716e1
J58,fi_4781,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4d5e83a2-79e8-439f-be38-4d8a0df42b3c
J58,fi_4782,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2987ccd3-5b4d-482e-a1fc-b1f1ee0aa205
J58,fi_7331,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d95e548e-a790-44e3-9750-57d5f5e06429
J58,fi_7332,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,73bd58e9-beb2-4691-8171-513f8afc2bde
J58,fi_83631,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5d270fcb-0702-410d-b3f8-849f5dbde40e
J58,fi_83639,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bfc508b8-b2d2-4a43-a333-2def01a20b8b
J58,fi_84311,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,802aecd1-3c04-47a8-a0f7-285621f1b24f
J58,fi_84312,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bc9ac9f8-198d-495c-b584-7a8a9aa5a7e5
J58,fi_84313,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,201b33b2-3753-4f69-9cba-6da3fa2347ae
J58,fi_8434,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0499a316-ed7d-47a9-989d-9e79eb9e8d2a
J58,fi_84391,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8a6a0a8e-3363-41ab-9927-7cb39001f027
J58,fi_84392,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7b810690-7d1c-493c-b8ac-76ed4a2c7890
J58,fi_84393,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,78194307-4bd5-4051-8775-43d22cea8b2d
J58,fi_84399,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0b54a335-53a8-43fa-a0c6-ab1dd625feae
J58,fi_8911,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5862313e-5de1-47fd-ba81-034d2d1563ae
J59_60,fi_32520,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,aad5d0c5-c313-4cf5-a051-5749409feb25
J59_60,fi_38950,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3691094c-daa2-443d-ae1f-dfed90d70387
J59_60,fi_47610,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d13c7e4a-b662-4ec7-a524-b2e326128b53
J59_60,fi_4762,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,799febff-0663-46db-9a86-5d4320b563f4
J59_60,fi_47699,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3429732f-dd8a-4fef-b445-6a4597c6371c
J59_60,fi_73320,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,38d7e862-dfe5-4f9a-9e75-59a2b7672380
J59_60,fi_83632,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a114fb45-91e3-4792-9daf-de55d51e776d
J59_60,fi_84321,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a1e5b7d6-1c7c-48f5-bc75-32031e4dbb69
J59_60,fi_84322,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0289df4f-5269-49ed-8bf7-c138d79e1b47
J59_60,fi_84331,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a64f72c4-135e-4941-9559-a8b18dfc48f6
J59_60,fi_84332,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ba63a95a-c52f-4fbf-879d-8232808b1c6c
J59_60,fi_84611,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,49de7fc6-f648-4433-9f78-92195bf070d6
J59_60,fi_84612,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1e064dc6-1b78-45b7-bfff-6d23f0057902
J59_60,fi_84621,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,36948ef0-b41c-4e8e-865e-2c4c2b4cb8ca
J59_60,fi_84622,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,aef0ea12-c21f-4a50-abfc-83a17cfd8e2e
J59_60,fi_84631,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,658cc11a-2ec7-439f-8e3c-f7071b93f0ee
J59_60,fi_9611,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e7f8eac3-566b-4e88-b019-7049c69d3a6a
J59_60,fi_9612,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7715a7ce-345a-4d86-b8a8-2e823455dc83
J59_60,fi_9613,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,debc5aad-f655-4e98-b182-113b12ba9c7a
J59_60,fi_9614,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1fab0f82-0293-456a-a2df-8c5c1a525abf
J59_60,fi_9615,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,93e4d538-5a61-491b-a962-a866d5485bdb
J61,fi_841,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a92b4f92-56ef-40a8-8c7e-c7091f44ed72
J61,fi_842,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8ea72947-1cf9-4134-ae82-c68bfff11ae5
J61,fi_84632,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,72f1e4cb-5b6a-4290-9a66-2a3d31e409f7
J61,fi_84633,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,38f656df-0a45-4cdb-9340-ff306af2a5af
J61,fi_84634,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e38821ad-76ea-4d5f-acb0-7f90091e88b0
J62_63,fi_8313,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,659bb541-5f1c-45e1-b541-37d24b547b4f
J62_63,fi_8314,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,050b275e-2e26-4a5a-bd32-c33e71fc31fc
J62_63,fi_8315,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1b786900-9cc2-41aa-ac1c-3bf73dad6c36
J62_63,fi_8316,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c9d76cbe-eeb2-446f-81ed-52d46b106974
J62_63,fi_83633,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,32ea2063-6a6b-4b26-8150-18f30d518a4e
J62_63,fi_8394,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d3d7b6b3-ee9d-48cd-bda4-0028f017072f
J62_63,fi_844,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ff901fd6-c152-4eb1-be46-c18c66b952db
J62_63,fi_8599,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,53371eaf-b576-4c05-bdfb-280e80ef47b9
J62_63,fi_85991,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,88aee415-8f39-470d-a7fd-237e99510b6e
J62_63,fi_87332,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ee0dcc7c-1eef-42a5-8d7f-30dc173c5d8c
K64,C_FINT,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,8ea67dde-7d13-4812-8d87-352660bc56d1
K65,C_FINS,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b1113754-fc47-4eb4-a730-54f1173bf0dc
K65,fi_714,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,91f4f8dd-3f9a-4b57-b5ba-0c367941d01b
K66,C_FAUX,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,c4939213-3411-4eba-b89c-ef1cf2f38548
L68B,C_REAL,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,171fe326-3bb0-401c-b71a-9a68113db3e8
M69_70,fi_82,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,68fc5909-10f9-43d6-9c18-bad2de30d012
M69_70,fi_8311,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a5801f6c-ffdd-431f-85a2-17bb6b8382dd
M69_70,fi_8312,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9233dbb8-566e-4d04-b9db-cb0d8f86724d
M69_70,fi_8319,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,980fb28a-046b-45d0-ba33-53090a68faee
M71,fi_3255,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3561a689-bba8-4caa-87c5-d4f7316f1cc3
M71,fi_832,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f4704c6a-bd21-47a5-bcb5-5230e69b0242
M71,fi_833,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,27b93719-2492-4133-b506-9b11f674bc85
M71,fi_834,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5c696b5d-c649-4e68-9b63-35459518423c
M72,C_RESD,cpa_2_1_lvl2,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3451bc48-ed40-4bc6-9555-8a59bb56802f
M73,fi_8361,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,401ab142-9cd3-421d-93d8-c7884bc5e9db
M73,fi_8362,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,28245aa3-9f62-492b-a574-13249a91a92e
M73,fi_837,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,da094dee-9543-4f88-95f4-0b52fae85bed
M74_75,fi_3894,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7c226887-616f-4a2d-80cd-608cabde10da
M74_75,fi_83430,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bfd54327-39b7-43b3-80d3-cc1df119168a
M74_75,fi_835,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,393943e9-aba4-45a5-8ade-27e3d48ca4e1
M74_75,fi_838,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,932cce0b-5c73-4a45-a3b5-bd92a032cf82
M74_75,fi_8391,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8116ac20-af90-47ba-9cfc-cc06746c48b8
M74_75,fi_8392,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,88c47319-2847-4db8-9663-958e778a328b
M74_75,fi_83931,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,06cdc39a-0eb3-4bc2-94e9-aa3e109afb73
M74_75,fi_83939,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,657e2bb6-28c4-41ba-abc9-3a9981077828
M74_75,fi_8395,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e5653442-7112-44a5-8ec8-22b11f7ce182
M74_75,fi_83990,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7d892fe8-8e06-446d-8fcb-b289a6a09e8e
M74_75,fi_85220,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ced6b39b-f4b4-487f-bc5e-a68595b4397f
N77,fi_731,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5560a8df-4b47-487d-a1e8-04932090b696
N77,fi_732,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0bfed699-8d43-4c8d-8591-a14b2893544c
N77,fi_73330,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,949da4bf-f5eb-4995-99f4-248d8ae40753
N77,fi_73340,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,97376b6c-aaa6-429a-9173-4f31634fdea8
N77,fi_73350,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ca7fe758-a4d1-4452-b7a2-80f51b0a3876
